CustomerID,Segment,Cluster,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Predicted_CLV_12m,Expected_Purchases_12m,Probability_Alive,Churn_Probability,Risk_Level,Recommended_Action
14139,Silver Tier,0,46,1,415.82,3,1,2,312,1007.7639635956134,0.0863149271016233,1.0,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14140,Silver Tier,0,4,2,935.05,5,3,4,534,2497.8708884499197,0.2192588135147824,0.9994614956775848,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14141,Silver Tier,0,3,4,915.13,5,4,3,543,1980.8026500388808,0.2639196755493344,0.999589317543016,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14142,Inactive,1,373,1,311.81,1,1,2,112,262.2374002805863,0.0224445873246541,1.0,0.9999776962114252,High,Low Priority: Automated email only
14143,Silver Tier,0,134,1,115.8,2,1,1,211,573.7558586401718,0.0491232251125102,1.0,0.9999776962114252,High,Send: Standard win-back offer
14145,Silver Tier,0,47,4,3742.2,3,4,5,345,3359.0367790830555,0.1604783717953115,0.9992315015067776,2.2303788574990663e-05,Low,Maintain: Standard loyalty program
14146,Silver Tier,0,9,5,4191.0,5,4,5,545,2501.299438688112,0.1077658072622426,0.999577535323555,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14147,Silver Tier,0,78,2,483.4,2,3,2,232,630.172701449086,0.0618822704268048,0.9991976056114148,2.230378857499213e-05,Low,Maintain: Standard loyalty program
14148,Inactive,1,234,1,157.2,1,1,1,111,383.7886732905511,0.0328524419147044,1.0,0.9999776962114252,High,Low Priority: Automated email only
14149,Inactive,1,221,1,446.62,1,1,2,112,401.0504787668746,0.034330690457865,1.0,0.9999776962114252,High,Low Priority: Automated email only
14150,Silver Tier,0,36,2,658.64,3,3,3,333,555.9996173832641,0.051191425853753,0.9994047895614362,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14152,Silver Tier,0,75,2,621.29,2,3,3,233,742.0064421126789,0.0722972163755415,0.9991438699308178,2.230378857499229e-05,Low,Maintain: Standard loyalty program
14154,Inactive,1,239,2,1345.62,1,3,4,134,376.3131214718976,0.0322122735687292,1.0,0.9999776962114252,High,Low Priority: Automated email only
14155,Inactive,1,266,1,118.75,1,1,1,111,345.98669741276063,0.0296153678574663,1.0,0.9999776962114252,High,Low Priority: Automated email only
14156,Platinum Tier,4,10,55,117210.08,5,5,5,555,89294.96746639295,1.1679958691698988,0.99982554157966,2.230378857499205e-05,Low,Maintain: Continue white-glove service
14157,Silver Tier,0,20,2,424.89,4,3,2,432,513.2697192432455,0.0618970758787397,0.999436665555745,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14158,Silver Tier,0,40,1,507.66,3,1,3,313,1063.2353258039057,0.091070109272735,1.0,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14159,Silver Tier,0,20,11,4630.35,4,5,5,455,3737.412082825033,0.3013840819651073,0.9996444022783044,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14161,Inactive,1,216,3,1097.62,1,3,4,134,890.8876931878781,0.0772235621963623,0.997015902233562,0.9999776962114252,High,Low Priority: Automated email only
14162,Inactive,1,174,2,289.36,2,3,2,232,467.91645818371734,0.0606289972250326,0.9983240896253,0.9999776962114252,High,Low Priority: Automated email only
14163,Silver Tier,0,87,4,2445.91,2,4,5,245,2533.172137423737,0.1489185130253427,0.998601431290762,2.230378857499831e-05,Low,Maintain: Standard loyalty program
14164,Silver Tier,0,71,2,1631.77,3,3,4,334,1605.6514483301623,0.1469515469421207,0.9983770661503018,2.2303788574991693e-05,Low,Maintain: Standard loyalty program
14165,Inactive,1,276,1,120.44,1,1,1,111,336.9357121417372,0.0288403458956578,1.0,0.9999776962114252,High,Low Priority: Automated email only
14167,Silver Tier,0,39,4,562.59,3,4,3,343,694.2480003641156,0.1147537806388503,0.9994182522872976,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14171,Silver Tier,0,98,1,363.79,2,1,2,212,693.9894043708468,0.0594240251799811,1.0,0.9999776962114252,High,Send: Standard win-back offer
14173,Silver Tier,0,11,4,450.84,5,4,2,542,856.8080326654256,0.1177499750899328,0.999509790367306,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14174,Silver Tier,0,33,1,134.46,4,1,1,411,1136.2013539108086,0.0973255042500641,1.0,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14175,Silver Tier,0,60,3,3222.3,3,3,5,335,2566.048347006592,0.085181261767183,0.9993019123068924,2.230378857499106e-05,Low,Maintain: Standard loyalty program
14176,Inactive,1,297,4,576.9000000000001,1,4,3,143,615.267058301594,0.0769446022390115,0.988877284852876,0.9999776962114252,High,Low Priority: Automated email only
14177,Silver Tier,0,86,4,549.46,2,4,3,243,1121.230509045659,0.1366134124826208,0.998522464740149,2.230378857499755e-05,Low,Maintain: Standard loyalty program
14178,Silver Tier,0,9,7,1600.26,5,5,4,554,2413.467125337409,0.3263564838606652,0.9996350105155596,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14179,Silver Tier,0,41,2,701.57,3,3,3,333,1518.2675107303598,0.1810834669587714,0.998939644583813,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14180,Gold Tier,3,11,25,4748.52,5,5,5,555,3792.6041118129383,0.6483217496263394,0.9997934767420058,2.2303788574990463e-05,Low,Maintain: VIP loyalty program
14184,Silver Tier,0,67,1,452.89,3,1,2,312,858.4738053899073,0.0735190544599296,1.0,2.2303788574990744e-05,Low,Maintain: Standard loyalty program
14185,Inactive,1,331,1,197.65,1,1,1,111,289.7693988304708,0.0248017954510735,1.0,0.9999776962114252,High,Low Priority: Automated email only
14188,Silver Tier,0,31,6,2054.36,4,5,4,454,1799.5918223486142,0.1844265309330256,0.9994829690545768,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14189,Gold Tier,3,2,15,4654.08,5,5,5,555,3636.6342739396714,0.3796711123065679,0.999804653671426,2.2303788574990385e-05,Low,Maintain: VIP loyalty program
14191,Silver Tier,0,2,13,4684.76,5,5,5,555,5705.8120105470025,0.5326292565083572,0.9997975231664612,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
14193,Silver Tier,0,68,2,853.39,3,3,3,333,770.2073008679563,0.0648149573184242,0.999237546042912,2.2303788574990703e-05,Low,Maintain: Standard loyalty program
14194,Gold Tier,3,5,21,11349.52,5,5,5,555,9902.670849807064,0.4719353875843943,0.9997961171747298,2.2303788574990426e-05,Low,Maintain: VIP loyalty program
14195,Inactive,1,202,2,1012.0,1,3,4,134,589.390097987215,0.0680910068086982,0.996932241016896,0.9999776962114252,High,Low Priority: Automated email only
14196,Silver Tier,0,107,1,335.52,2,1,2,212,662.2674747601277,0.0567061099956413,1.0,0.9999776962114252,High,Send: Standard win-back offer
14198,Silver Tier,0,18,4,701.4,4,4,3,443,1006.3742350417464,0.149053302431982,0.9995052873101262,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14199,Inactive,1,218,1,185.4,1,1,1,111,403.8449286955369,0.0345700032253114,1.0,0.9999776962114252,High,Low Priority: Automated email only
14201,Silver Tier,0,60,7,747.44,3,5,3,353,871.8513454199953,0.1912781661025886,0.9991798103237528,2.2303788574990463e-05,Low,Maintain: Standard loyalty program
14204,Silver Tier,0,2,1,150.61,5,1,1,511,1632.33591665712,0.1398733627495564,1.0,2.230378857499086e-05,Low,Maintain: Standard loyalty program
14205,Silver Tier,0,17,2,466.7,4,3,2,432,621.2873941950791,0.0658019193215957,0.9994427273694704,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14206,Inactive,1,239,1,328.15999999999997,1,1,2,112,376.3131214718976,0.0322122735687292,1.0,0.9999776962114252,High,Low Priority: Automated email only
14208,Silver Tier,0,95,1,151.74,2,1,1,211,711.0180375807835,0.0608830836553006,1.0,0.9999776962114252,High,Send: Standard win-back offer
14209,Silver Tier,0,11,6,2073.43,5,5,5,555,1756.2001623825174,0.174331827923691,0.99962951227863,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14210,Silver Tier,0,106,6,1905.84,2,5,4,254,1508.3579141642022,0.1586869780132343,0.9984353557916472,0.9999776962114252,High,Send: Standard win-back offer
14211,Silver Tier,0,53,9,2241.1,3,5,5,355,2299.629415569719,0.2907581173106866,0.9989976294398832,2.2303788574990385e-05,Low,Maintain: Standard loyalty program
14212,Silver Tier,0,90,1,1070.48,2,1,4,214,733.5163099957323,0.0628108542508325,1.0,2.230378857500025e-05,Low,Maintain: Standard loyalty program
14214,Silver Tier,0,31,5,1004.38,4,4,4,444,771.608628769793,0.1673435997032371,0.9994537766086182,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14215,Silver Tier,0,12,6,1789.72,5,5,4,554,1537.2094474195155,0.159967583771282,0.9996289950318016,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14216,Silver Tier,0,3,4,1839.3,5,4,4,544,5446.42737781404,0.4333504122780842,0.999561442713324,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14217,Gold Tier,3,2,17,2004.98,5,5,4,554,1797.9025678373237,0.436598573249529,0.9998281857019048,2.2303788574990344e-05,Low,Maintain: VIP loyalty program
14218,Silver Tier,0,43,1,169.48000000000002,3,1,1,311,1044.0784632385316,0.0894278831474726,1.0,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14219,Silver Tier,0,4,1,89.94,5,1,1,511,1587.6067673138905,0.136036511099782,1.0,2.23037885749909e-05,Low,Maintain: Standard loyalty program
14220,Inactive,1,247,2,632.4,1,3,3,133,534.1715350389201,0.0512153880846986,0.997535973476888,0.9999776962114252,High,Low Priority: Automated email only
14221,Silver Tier,0,42,9,3432.8,3,5,5,355,2838.930702094721,0.2006978236021055,0.9993858813887982,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14222,Inactive,1,177,1,683.17,2,1,3,213,471.1438391061143,0.0403337640782646,1.0,0.9999776962114252,High,Low Priority: Automated email only
14223,Silver Tier,0,92,3,991.13,2,3,4,234,1057.5814616039695,0.1017709628185287,0.9988939477903174,0.9999776962114252,High,Send: Standard win-back offer
14224,Silver Tier,0,110,4,1009.73,2,4,4,244,993.5329730439912,0.1179027570164131,0.9985992632973444,0.9999776962114252,High,Send: Standard win-back offer
14226,Silver Tier,0,29,5,2214.79,4,4,5,445,1615.0746301500944,0.1713072659844909,0.99946479306399,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14227,Silver Tier,0,26,10,3350.96,4,5,5,455,2798.58782446807,0.1980170437853463,0.999500596539894,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14229,Silver Tier,0,52,3,1547.2,3,3,4,334,1180.2383544139452,0.0843374904287066,0.999349128086207,2.2303788574990263e-05,Low,Maintain: Standard loyalty program
14231,Inactive,1,184,3,925.71,1,3,3,133,925.6139110430096,0.0947119322245794,0.9966248610126742,0.9999776962114252,High,Low Priority: Automated email only
14232,Silver Tier,0,43,5,2048.07,3,4,4,344,1739.6000756558255,0.1738556315985799,0.999324177083223,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14233,Silver Tier,0,49,4,1462.72,3,4,4,344,1481.9990950516851,0.1189073852315883,0.9993395542356828,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14234,Silver Tier,0,22,4,754.12,4,4,3,443,2181.227675269643,0.3643794528887655,0.9991810372900238,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14235,Silver Tier,0,75,5,3144.86,2,4,5,245,2618.2168240265396,0.1394583008511924,0.998942932963659,2.230378857499387e-05,Low,Maintain: Standard loyalty program
14236,Silver Tier,0,81,2,490.86,2,3,3,233,506.53315889965216,0.0496751791675662,0.9992659247611216,2.2303788574992923e-05,Low,Maintain: Standard loyalty program
14237,Inactive,1,373,1,161.0,1,1,1,111,262.2374002805863,0.0224445873246541,1.0,0.9999776962114252,High,Low Priority: Automated email only
14238,Inactive,1,326,1,146.85,1,1,1,111,293.4369819483421,0.0251158132509321,1.0,0.9999776962114252,High,Low Priority: Automated email only
14239,Silver Tier,0,43,11,2380.85,3,5,5,355,2295.667506696253,0.3372556746924556,0.999213417099147,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14240,Silver Tier,0,30,2,890.34,4,3,3,433,1111.8523629242925,0.0745286659240394,0.9993800218352368,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14241,Inactive,1,184,1,213.7,1,1,1,111,459.9274469594371,0.0393730956994616,1.0,0.9999776962114252,High,Low Priority: Automated email only
14242,Inactive,1,235,2,280.55,1,3,2,132,450.4282796079692,0.0554962866952421,0.9973622394998028,0.9999776962114252,High,Low Priority: Automated email only
14243,Silver Tier,0,9,10,2588.77,5,5,5,555,2147.6001032833556,0.2716761673164075,0.999720182543026,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14245,Inactive,1,220,2,1693.45,1,3,4,134,1002.9942363225192,0.0657966386244255,0.9963606438376904,0.9999776962114252,High,Low Priority: Automated email only
14246,Silver Tier,0,111,3,1474.06,2,3,4,234,1446.3242640807705,0.1078881740544127,0.9984997721337652,0.9999776962114252,High,Send: Standard win-back offer
14247,Inactive,1,278,1,136.77,1,1,1,111,334.02304339149873,0.0285909415139436,1.0,0.9999776962114252,High,Low Priority: Automated email only
14248,Inactive,1,318,1,302.58,1,1,2,112,299.5022203602368,0.0256351230710872,1.0,0.9999776962114252,High,Low Priority: Automated email only
14250,Silver Tier,0,7,3,1904.05,5,3,4,534,2089.9098377667,0.1387247156033014,0.9994466929857728,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14251,Silver Tier,0,2,5,2879.7000000000003,5,4,5,545,5261.500895598246,0.4598083923038827,0.9996335656916026,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14256,Inactive,1,260,2,969.06,1,3,4,134,609.5376496465603,0.0504927550475289,0.9972830088069924,0.9999776962114252,High,Low Priority: Automated email only
14257,Silver Tier,0,64,5,3099.7200000000003,3,4,5,345,2414.297019692273,0.1495663451735945,0.9991564712167184,2.230378857499161e-05,Low,Maintain: Standard loyalty program
14258,Silver Tier,0,9,9,12669.98,5,5,5,555,7998.149946872118,0.231298587369221,0.999678665448884,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14259,Silver Tier,0,142,1,120.0,2,1,1,211,551.9009969998928,0.0472510673748758,1.0,0.9999776962114252,High,Send: Standard win-back offer
14261,Silver Tier,0,51,2,1163.45,3,3,4,334,1359.5019345072972,0.1490318228012266,0.9989115634367256,2.2303788574990226e-05,Low,Maintain: Standard loyalty program
14262,Silver Tier,0,8,8,2618.23,5,5,5,555,2994.0447700788222,0.3039231550452948,0.9996689243355013,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14264,Inactive,1,155,2,333.97,2,3,2,232,634.8654050340828,0.0697018134950307,0.9982560271490286,0.9999776962114252,High,Low Priority: Automated email only
14265,Silver Tier,0,109,2,530.18,2,3,3,233,997.2776708835156,0.1008636264177696,0.9981790229262588,0.9999776962114252,High,Send: Standard win-back offer
14267,Inactive,1,163,3,1516.24,2,3,4,234,1006.6971351659516,0.0665222592468478,0.9982437938665274,0.9999776962114252,High,Low Priority: Automated email only
14270,Inactive,1,332,1,492.65,1,1,3,113,289.7693988304708,0.0248017954510735,1.0,0.9999776962114252,High,Low Priority: Automated email only
14271,Inactive,1,226,1,112.32,1,1,1,111,394.2306785524733,0.0337466576787745,1.0,0.9999776962114252,High,Low Priority: Automated email only
14272,Silver Tier,0,74,2,437.96,2,3,2,232,695.2967177240281,0.067822312779909,0.9991868357900818,2.230378857499181e-05,Low,Maintain: Standard loyalty program
14273,Silver Tier,0,51,4,559.97,3,4,3,343,925.5508947816952,0.1475730209552253,0.9992203892159848,2.2303788574990226e-05,Low,Maintain: Standard loyalty program
14276,Silver Tier,0,99,3,1119.74,2,3,4,234,1061.6531277481224,0.0946633767415177,0.998904833501768,0.9999776962114252,High,Send: Standard win-back offer
14277,Silver Tier,0,15,3,4188.0,4,3,5,435,3268.2316056283585,0.1206807894490258,0.9994819887859226,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14280,Inactive,1,197,1,134.04,1,1,1,111,437.3675776942195,0.0374409338089959,1.0,0.9999776962114252,High,Low Priority: Automated email only
14282,Gold Tier,3,3,15,3701.44,5,5,5,555,2732.846323345815,0.4080654567197903,0.9998071798964816,2.2303788574990344e-05,Low,Maintain: VIP loyalty program
14284,Silver Tier,0,31,2,595.25,4,3,3,433,1517.4683703856276,0.1413827588352182,0.999245489510684,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14285,Silver Tier,0,21,4,1910.01,4,4,4,444,3022.219033725958,0.1873835272171178,0.9994463909642054,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14286,Silver Tier,0,24,3,4628.75,4,3,5,435,2972.114798186986,0.1090327164158332,0.9994488046005074,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14287,Silver Tier,0,8,3,176.63,5,3,1,531,613.6937673805361,0.082074436933236,0.9994615517127644,2.23037885749909e-05,Low,Maintain: Standard loyalty program
14288,Inactive,1,213,1,426.6,1,1,2,112,411.0044555279848,0.0351831408221138,1.0,0.9999776962114252,High,Low Priority: Automated email only
14289,Silver Tier,0,9,6,911.26,5,5,3,553,953.2779350637112,0.1952770944729568,0.9996351952866632,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14290,Silver Tier,0,11,5,2314.65,5,4,5,545,1481.5368616787127,0.1346666039892071,0.99960042452357,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14291,Silver Tier,0,2,11,3883.25,5,5,5,555,3160.6696199551507,0.2381210880102201,0.9997015485709484,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
14292,Silver Tier,0,8,9,4871.93,5,5,5,555,4447.774866720864,0.1991734635119382,0.9996403762289022,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
14293,Silver Tier,0,3,4,1046.56,5,4,4,544,825.740109865256,0.1050546440501126,0.9995965991079712,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14295,Silver Tier,0,40,1,166.20000000000002,3,1,1,311,1063.2353258039057,0.091070109272735,1.0,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14297,Silver Tier,0,18,4,1305.33,4,4,4,444,1406.1207604209508,0.1338423575018497,0.9995227399500316,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14298,Gold Tier,3,8,44,51527.3,5,5,5,555,38053.68380726334,0.6944464381603028,0.9998156094323184,2.230378857499209e-05,Low,Maintain: VIP loyalty program
14299,Silver Tier,0,8,9,3965.62,5,5,5,555,3009.840676837965,0.2440256135623842,0.9997053637097798,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
14300,Silver Tier,0,19,1,43.2,4,1,1,411,1332.1040378327834,0.114123036862965,1.0,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
14301,Silver Tier,0,117,1,640.14,2,1,3,213,623.1053157931507,0.0533509104422049,1.0,0.9999776962114252,High,Send: Standard win-back offer
14304,Inactive,1,223,1,383.45,1,1,2,112,398.2944378064457,0.0340946682236806,1.0,0.9999776962114252,High,Low Priority: Automated email only
14305,Silver Tier,0,71,3,1858.96,3,3,4,334,1915.6093482127744,0.1660900997718281,0.998514169302298,2.2303788574991693e-05,Low,Maintain: Standard loyalty program
14306,Silver Tier,0,51,2,2093.32,3,3,5,335,1614.4962742466323,0.1422575751897307,0.9989380958359474,2.2303788574990226e-05,Low,Maintain: Standard loyalty program
14307,Silver Tier,0,89,6,2995.72,2,5,5,255,1922.9062755300547,0.1309272912819234,0.9989708579159864,2.2303788575000885e-05,Low,Maintain: Standard loyalty program
14309,Silver Tier,0,8,9,2352.53,5,5,5,555,2044.820442785854,0.248026596411023,0.9997045617552666,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14311,Inactive,1,243,1,310.26,1,1,2,112,372.6835048802685,0.0319014549445206,1.0,0.9999776962114252,High,Low Priority: Automated email only
14312,Silver Tier,0,47,6,1611.59,3,5,4,354,1401.1095748714029,0.1721372797255655,0.999355690646624,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14314,Silver Tier,0,107,1,120.0,2,1,1,211,662.2674747601277,0.0567061099956413,1.0,0.9999776962114252,High,Send: Standard win-back offer
14315,Silver Tier,0,45,6,2481.13,3,5,5,355,2315.928801482217,0.2086120377638237,0.9992737056748804,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14317,Silver Tier,0,65,1,508.58,3,1,3,313,871.382211660038,0.0746253479085986,1.0,2.2303788574990663e-05,Low,Maintain: Standard loyalty program
14320,Inactive,1,207,2,477.79,1,3,2,132,430.8435022055467,0.0545677029765876,0.998101026962854,0.9999776962114252,High,Low Priority: Automated email only
14321,Silver Tier,0,11,5,1530.75,5,4,4,544,1322.900245215933,0.144048524403573,0.9996018174530084,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14323,Silver Tier,0,115,2,605.0600000000001,2,3,3,233,730.6635013250091,0.0713312157953445,0.9988113268946528,0.9999776962114252,High,Send: Standard win-back offer
14326,Inactive,1,242,1,183.85,1,1,1,111,372.6835048802685,0.0319014549445206,1.0,0.9999776962114252,High,Low Priority: Automated email only
14327,Inactive,1,163,1,311.65,2,1,2,212,499.571448296114,0.042768636009466,1.0,0.9999776962114252,High,Low Priority: Automated email only
14329,Silver Tier,0,17,7,4975.24,4,5,5,455,3135.177019342659,0.1756387957916111,0.999587594843052,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14331,Silver Tier,0,124,2,462.66,2,3,2,232,781.2623187365047,0.1071873497135679,0.9971871309304046,0.9999776962114252,High,Send: Standard win-back offer
14332,Silver Tier,0,23,3,840.21,4,3,3,433,1679.8975607612274,0.1569981984623414,0.9993990154203964,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14333,Silver Tier,0,68,1,415.2,3,1,2,312,852.1619817857782,0.0729781175341892,1.0,2.2303788574990744e-05,Low,Maintain: Standard loyalty program
14334,Silver Tier,0,17,8,2552.21,4,5,5,455,2056.097211375755,0.2199117798104383,0.9996364481052488,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14335,Silver Tier,0,16,2,454.86,4,3,2,432,1017.1404046425668,0.1328282792112612,0.9993863343362616,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14336,Silver Tier,0,17,4,1614.91,4,4,4,444,1404.969162113357,0.1330670773193608,0.9995288114009552,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14338,Inactive,1,161,2,588.22,2,3,3,233,525.2922602004734,0.0825062789084592,0.9971918471794132,0.9999776962114252,High,Low Priority: Automated email only
14339,Inactive,1,243,1,309.52,1,1,2,112,372.6835048802685,0.0319014549445206,1.0,0.9999776962114252,High,Low Priority: Automated email only
14340,Inactive,1,219,1,134.7,1,1,1,111,403.8449286955369,0.0345700032253114,1.0,0.9999776962114252,High,Low Priority: Automated email only
14341,Silver Tier,0,45,8,2166.98,3,5,5,355,1885.814635799289,0.1495967761860259,0.9993597612213057,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14342,Silver Tier,0,21,4,668.5600000000001,4,4,3,443,933.703820919514,0.1645451909535976,0.9994699454649768,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14344,Silver Tier,0,127,8,889.9300000000001,2,5,3,253,772.7483498139944,0.2141076747888188,0.9960503455269386,0.9999776962114252,High,Send: Standard win-back offer
14345,Silver Tier,0,39,1,108.98,3,1,1,311,1083.108434623702,0.0927737784293248,1.0,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
14346,Silver Tier,0,121,2,1021.58,2,3,4,234,967.490486728158,0.0598379031170496,0.998947932749282,0.9999776962114252,High,Send: Standard win-back offer
14348,Inactive,1,260,1,409.57,1,1,2,112,352.2957723378669,0.0301556124645647,1.0,0.9999776962114252,High,Low Priority: Automated email only
14349,Silver Tier,0,10,1,133.5,5,1,1,511,1467.013040655582,0.1256929055747151,1.0,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14350,Inactive,1,274,1,282.93,1,1,2,112,337.9179231900678,0.0289244504441973,1.0,0.9999776962114252,High,Low Priority: Automated email only
14351,Inactive,1,165,1,51.0,2,1,1,211,497.4276193830024,0.0425850092024158,1.0,0.9999776962114252,High,Low Priority: Automated email only
14352,Inactive,1,157,4,1078.96,2,4,4,244,1170.690608173123,0.0989522604357242,0.9974842377759604,0.9999776962114252,High,Low Priority: Automated email only
14353,Inactive,1,215,1,90.6,1,1,1,111,408.1103954068957,0.0349352942455319,1.0,0.9999776962114252,High,Low Priority: Automated email only
14354,Silver Tier,0,6,2,163.62,5,3,1,531,1604.0749557034164,0.2214707594251685,0.999440054608231,2.230378857499086e-05,Low,Maintain: Standard loyalty program
14355,Inactive,1,366,1,174.4,1,1,1,111,267.07078577809557,0.0228583976149709,1.0,0.9999776962114252,High,Low Priority: Automated email only
14356,Silver Tier,0,80,2,701.23,2,3,3,233,1590.9272587798478,0.1459166925673155,0.9980035900860826,2.230378857499312e-05,Low,Maintain: Standard loyalty program
14357,Silver Tier,0,43,1,225.12,3,1,1,311,1034.75663059681,0.0886287817760632,1.0,2.230378857499007e-05,Low,Maintain: Standard loyalty program
14359,Silver Tier,0,19,3,912.18,4,3,3,433,1759.3559932155415,0.2174068721904505,0.999359597382461,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14360,Silver Tier,0,32,4,2118.03,4,4,5,445,2730.2030118839193,0.2080311126669244,0.9991946822706906,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14362,Silver Tier,0,22,1,151.5,4,1,1,411,1273.5470319616638,0.1091017025711163,1.0,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14364,Silver Tier,0,109,8,3717.35,2,5,5,255,3966.270836034369,0.2902833723899553,0.991905878126888,0.9999776962114252,High,Send: Standard win-back offer
14367,Gold Tier,3,8,16,9227.82,5,5,5,555,8316.844189780855,0.4461270353454039,0.9997383243707268,2.2303788574990426e-05,Low,Maintain: VIP loyalty program
14368,Inactive,1,320,1,155.0,1,1,1,111,298.7303885584828,0.0255690379498354,1.0,0.9999776962114252,High,Low Priority: Automated email only
14371,Inactive,1,295,1,100.5,1,1,1,111,318.42472877685196,0.0272553224658869,1.0,0.9999776962114252,High,Low Priority: Automated email only
14373,Inactive,1,358,1,76.55,1,1,1,111,271.448553849472,0.0232332038598186,1.0,0.9999776962114252,High,Low Priority: Automated email only
14375,Inactive,1,185,1,235.56,1,1,1,111,456.3063996534212,0.0390629622146184,1.0,0.9999776962114252,High,Low Priority: Automated email only
14377,Inactive,1,191,2,617.05,1,3,3,133,674.4353976451245,0.0660742903305326,0.9975505883761124,0.9999776962114252,High,Low Priority: Automated email only
14379,Silver Tier,0,44,2,348.1,3,3,2,332,563.089323354139,0.0601913131065142,0.9993555579032904,2.230378857499003e-05,Low,Maintain: Standard loyalty program
14381,Silver Tier,0,52,1,202.68,3,1,1,311,957.7944940514782,0.0820316823265691,1.0,2.2303788574990703e-05,Low,Maintain: Standard loyalty program
14382,Silver Tier,0,26,1,615.49,4,1,3,413,1219.9222926807831,0.1045036164576723,1.0,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
14383,Silver Tier,0,38,3,1247.69,3,3,4,334,1934.307665611452,0.1461470524008801,0.9992645356079628,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
14385,Silver Tier,0,9,3,202.11,5,3,1,531,2057.357266207193,0.368805490306246,0.9994064560861218,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
14386,Inactive,1,297,1,142.4,1,1,1,111,317.55242640997517,0.0271806320674758,1.0,0.9999776962114252,High,Low Priority: Automated email only
14387,Silver Tier,0,33,3,1727.6,4,3,4,434,2998.0871147708153,0.1904973682678976,0.999223256244305,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
