CustomerID,Segment,Recency,Frequency,Monetary,Predicted_CLV_12m,Churn_Probability,Risk_Level,Recommended_Action
13491,Silver Tier,52,10,1215.82,1181.2739842134208,2.2303788574990344e-05,Low,Maintain: Standard loyalty program
13492,Silver Tier,136,3,1269.84,1528.1191627140895,0.9999776962114252,High,Send: Standard win-back offer
13493,Inactive,275,2,618.63,733.0159534028948,0.9999776962114252,High,Low Priority: Automated email only
13494,Inactive,312,1,316.26000000000005,305.018777800336,0.9999776962114252,High,Low Priority: Automated email only
13495,Silver Tier,8,5,2044.87,1455.548989328996,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13496,Silver Tier,11,2,653.33,422.2917958650079,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13497,Inactive,283,2,348.05,439.9801588546404,0.9999776962114252,High,Low Priority: Automated email only
13499,Silver Tier,18,5,1159.11,1383.4551545261909,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13500,Silver Tier,23,3,1166.77,2088.191167299479,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13501,Inactive,288,1,1340.32,324.6676665070214,0.9999776962114252,High,Low Priority: Automated email only
13502,Silver Tier,17,3,292.0,506.6320434944609,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13503,Silver Tier,71,1,216.85,827.8164177882809,2.2303788574991415e-05,Low,Maintain: Standard loyalty program
13504,Silver Tier,64,1,295.93,871.382211660038,2.2303788574990663e-05,Low,Maintain: Standard loyalty program
13505,Silver Tier,73,4,4393.63,3985.181811651224,2.2303788574992963e-05,Low,Maintain: Standard loyalty program
13506,Inactive,316,2,458.52,414.0099686610207,0.9999776962114252,High,Low Priority: Automated email only
13507,Silver Tier,3,4,2479.16,2491.573044780966,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13508,Inactive,244,1,110.97,371.4891427284427,0.9999776962114252,High,Low Priority: Automated email only
13509,Silver Tier,9,7,979.72,1139.744949092549,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13510,Silver Tier,1,4,1791.56,2078.3963547571084,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
13512,Inactive,261,1,251.21,352.2957723378669,0.9999776962114252,High,Low Priority: Automated email only
13513,Silver Tier,127,1,205.1,594.3498010481835,0.9999776962114252,High,Send: Standard win-back offer
13514,Silver Tier,74,1,152.20000000000002,816.1579995989189,2.2303788574992445e-05,Low,Maintain: Standard loyalty program
13515,Silver Tier,73,4,891.12,1147.0228529984258,2.2303788574991415e-05,Low,Maintain: Standard loyalty program
13516,Silver Tier,21,3,1389.41,1696.304610574665,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13517,Silver Tier,60,3,2128.42,1834.6900383186085,2.2303788574990385e-05,Low,Maintain: Standard loyalty program
13518,Silver Tier,86,1,627.16,752.5668013948482,2.230378857499728e-05,Low,Maintain: Standard loyalty program
13519,Silver Tier,78,1,122.75,788.3999061904082,2.230378857499284e-05,Low,Maintain: Standard loyalty program
13520,Silver Tier,59,6,3624.35,2757.699525035608,2.230378857499106e-05,Low,Maintain: Standard loyalty program
13521,Silver Tier,1,3,1071.73,4871.514140213968,2.2303788574990226e-05,Low,Maintain: Standard loyalty program
13522,Silver Tier,30,1,125.8,1170.6317638661749,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13523,Silver Tier,33,5,3964.88,2769.539241956423,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13524,Silver Tier,41,5,680.1800000000001,1096.962845690202,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13525,Silver Tier,15,2,628.78,744.7516956637169,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13527,Silver Tier,34,7,2242.36,2111.131571364328,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13529,Silver Tier,79,2,307.76,634.8468446958551,2.2303788574992563e-05,Low,Maintain: Standard loyalty program
13531,Inactive,205,2,483.8,432.1368988913622,0.9999776962114252,High,Low Priority: Automated email only
13532,Silver Tier,34,1,210.31,1136.2013539108086,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13533,Inactive,183,3,269.09,513.0994902157628,0.9999776962114252,High,Low Priority: Automated email only
13534,Gold Tier,2,25,5870.08,4706.274933274585,2.2303788574990544e-05,Low,Maintain: VIP loyalty program
13536,Silver Tier,1,7,3444.39,7749.512127470579,2.2303788574990226e-05,Low,Maintain: Standard loyalty program
13538,Silver Tier,43,7,1280.85,1335.403511146861,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13539,Silver Tier,86,3,631.34,756.8514691192875,2.2303788574997517e-05,Low,Maintain: Standard loyalty program
13544,Silver Tier,40,2,276.06,594.7399850353675,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13546,Silver Tier,12,3,621.09,1031.927575540467,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13548,Silver Tier,96,2,678.16,803.3037978297444,0.9999776962114252,High,Send: Standard win-back offer
13549,Silver Tier,26,7,918.2,1256.4182714740691,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13551,Inactive,319,1,91.8,298.7303885584828,0.9999776962114252,High,Low Priority: Automated email only
13552,Silver Tier,66,12,3740.07,3290.463223825963,2.230378857499181e-05,Low,Maintain: Standard loyalty program
13555,Silver Tier,74,4,4098.88,3164.13866435337,2.2303788574993556e-05,Low,Maintain: Standard loyalty program
13557,Silver Tier,28,2,584.0600000000001,674.3877330308255,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13558,Silver Tier,6,4,594.52,1998.16038406044,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13560,Silver Tier,7,1,171.42000000000002,1524.9288592155797,2.230378857499086e-05,Low,Maintain: Standard loyalty program
13561,Inactive,216,1,141.86,408.1103954068957,0.9999776962114252,High,Low Priority: Automated email only
13562,Silver Tier,82,3,1799.33,1612.1356356658346,2.2303788574994664e-05,Low,Maintain: Standard loyalty program
13563,Silver Tier,84,2,777.53,1293.7191045630177,2.2303788574994546e-05,Low,Maintain: Standard loyalty program
13564,Silver Tier,144,3,1724.67,1152.951387689175,0.9999776962114252,High,Send: Standard win-back offer
13565,Silver Tier,19,2,240.22,432.66052337429056,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13566,Silver Tier,41,2,856.84,1455.9394451884932,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13568,Inactive,173,1,187.05,478.9304059352244,0.9999776962114252,High,Low Priority: Automated email only
13569,Silver Tier,17,2,338.62,464.70745806881007,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13570,Inactive,243,1,239.49,371.4891427284427,0.9999776962114252,High,Low Priority: Automated email only
13571,Silver Tier,13,12,2088.94,2469.712185432637,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13572,Inactive,206,1,1384.25,423.0031564436664,0.9999776962114252,High,Low Priority: Automated email only
13573,Silver Tier,50,2,290.25,655.4554490970639,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13575,Silver Tier,23,5,732.0699999999999,1447.5282028659674,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13576,Gold Tier,10,18,6717.34,5131.891909781247,2.2303788574990307e-05,Low,Maintain: VIP loyalty program
13577,Silver Tier,25,4,1687.6,1814.311789981155,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13579,Silver Tier,15,2,467.04,510.61002246062776,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13581,Inactive,309,1,118.0,306.63246177490436,0.9999776962114252,High,Low Priority: Automated email only
13583,Inactive,156,1,781.03,517.4111282486208,0.9999776962114252,High,Low Priority: Automated email only
13584,Inactive,307,1,142.4,309.0852589323376,0.9999776962114252,High,Low Priority: Automated email only
13587,Silver Tier,64,1,712.4,877.9831095133258,2.2303788574990703e-05,Low,Maintain: Standard loyalty program
13588,Silver Tier,16,9,2478.95,2855.724199696705,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13589,Silver Tier,15,2,379.65,821.3037596403701,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13590,Silver Tier,11,6,1981.92,1847.8548787435852,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13591,Silver Tier,65,3,1117.13,1023.3513603800376,2.2303788574990974e-05,Low,Maintain: Standard loyalty program
13592,Silver Tier,36,4,247.96,607.1717499773217,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13593,Silver Tier,108,5,2011.88,1504.8407971589672,0.9999776962114252,High,Send: Standard win-back offer
13594,Silver Tier,53,1,396.97,957.7944940514782,2.2303788574990344e-05,Low,Maintain: Standard loyalty program
13596,Silver Tier,6,2,664.11,2700.205412227833,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13598,Silver Tier,47,1,160.04,999.0767042537736,2.2303788574990544e-05,Low,Maintain: Standard loyalty program
13599,Gold Tier,1,21,5149.92,4003.736158616051,2.2303788574990503e-05,Low,Maintain: VIP loyalty program
13600,Inactive,312,1,219.52,304.2182884157301,0.9999776962114252,High,Low Priority: Automated email only
13601,Silver Tier,45,2,693.32,816.68853490615,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13602,Silver Tier,65,1,428.89,871.382211660038,2.2303788574990663e-05,Low,Maintain: Standard loyalty program
13603,Silver Tier,26,1,164.34,1219.9222926807831,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13606,Silver Tier,29,3,276.75,545.9261894852671,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13607,Silver Tier,40,1,675.51,1063.2353258039057,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13610,Silver Tier,12,7,1082.33,1207.2383851740883,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13611,Silver Tier,89,3,1154.4,939.6092136749236,2.230378857500053e-05,Low,Maintain: Standard loyalty program
13614,Silver Tier,24,4,1585.46,1447.8544380030542,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13615,Inactive,319,1,417.69,299.5022203602368,0.9999776962114252,High,Low Priority: Automated email only
13617,Silver Tier,40,3,544.18,1083.2744291977135,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13618,Inactive,174,1,177.34,478.9304059352244,0.9999776962114252,High,Low Priority: Automated email only
13621,Silver Tier,117,1,213.85,626.4730735073999,0.9999776962114252,High,Send: Standard win-back offer
13623,Silver Tier,31,5,727.74,907.2415280075438,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13626,Inactive,253,1,257.23,361.07472695079787,0.9999776962114252,High,Low Priority: Automated email only
13627,Silver Tier,59,5,1638.47,1339.4285034802467,2.2303788574990385e-05,Low,Maintain: Standard loyalty program
13629,Silver Tier,23,11,7792.36,6122.740176711547,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13630,Silver Tier,5,7,2031.78,2011.442517319114,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13631,Silver Tier,100,11,3070.42,3314.537179954108,0.9999776962114252,High,Send: Standard win-back offer
13632,Silver Tier,25,5,2118.93,2367.8968103226566,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13634,Silver Tier,33,5,1547.36,1350.1121062995226,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13635,Silver Tier,68,1,1071.03,852.1619817857782,2.23037885749911e-05,Low,Maintain: Standard loyalty program
13636,Silver Tier,37,5,949.12,1136.7608956029094,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13637,Silver Tier,52,3,804.3,888.5931447685547,2.2303788574990263e-05,Low,Maintain: Standard loyalty program
13638,Silver Tier,16,1,122.64,1379.6826382410247,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13639,Silver Tier,74,1,1033.34,810.4510859892586,2.230378857499197e-05,Low,Maintain: Standard loyalty program
13642,Inactive,216,1,312.28,408.1103954068957,0.9999776962114252,High,Low Priority: Automated email only
13643,Silver Tier,31,3,519.44,1084.0240928918497,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13644,Silver Tier,16,4,2624.26,4020.9721796757526,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13645,Silver Tier,120,1,252.1,613.2158625724459,0.9999776962114252,High,Send: Standard win-back offer
13647,Silver Tier,10,4,1648.12,1746.303788232647,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13649,Inactive,257,2,346.6,412.3386589460558,0.9999776962114252,High,Low Priority: Automated email only
13650,Silver Tier,17,6,1836.34,1827.242723413679,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13651,Silver Tier,35,2,94.2,1308.7418202548583,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
13652,Silver Tier,46,3,1095.08,875.5605922668857,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13654,Silver Tier,43,6,2707.33,2653.645198920076,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13655,Silver Tier,114,2,932.97,948.6334428827988,0.9999776962114252,High,Send: Standard win-back offer
13656,Inactive,165,2,379.65,490.31650015373384,0.9999776962114252,High,Low Priority: Automated email only
13657,Silver Tier,11,2,382.14,751.3961630704757,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13658,Silver Tier,10,5,2639.17,2419.591343435017,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13659,Inactive,206,2,1563.0,739.5984966368974,0.9999776962114252,High,Low Priority: Automated email only
13662,Silver Tier,86,3,881.26,1043.6842070218895,2.230378857499755e-05,Low,Maintain: Standard loyalty program
13663,Inactive,179,1,189.47,467.3447423141662,0.9999776962114252,High,Low Priority: Automated email only
13666,Silver Tier,60,3,84.65,401.78684534666,2.2303788574990937e-05,Low,Maintain: Standard loyalty program
13667,Inactive,149,1,299.05,531.6500917101112,0.9999776962114252,High,Low Priority: Automated email only
13668,Gold Tier,3,21,6309.83,5094.958235981127,2.2303788574990426e-05,Low,Maintain: VIP loyalty program
13669,Silver Tier,51,2,218.55,852.4246278250193,2.2303788574990344e-05,Low,Maintain: Standard loyalty program
13670,Silver Tier,75,1,349.7,804.82343769289,2.230378857499209e-05,Low,Maintain: Standard loyalty program
13672,Inactive,301,2,186.39,428.17417163705295,0.9999776962114252,High,Low Priority: Automated email only
13673,Silver Tier,19,2,387.44,1876.240104657138,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13675,Inactive,151,2,486.8200000000001,532.6377024969637,0.9999776962114252,High,Low Priority: Automated email only
13678,Inactive,152,1,232.6,526.8174782562388,0.9999776962114252,High,Low Priority: Automated email only
13680,Silver Tier,1,4,3719.12,2534.0510935609027,2.2303788574990263e-05,Low,Maintain: Standard loyalty program
13681,Silver Tier,18,4,827.83,1530.8907856869969,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13682,Inactive,187,1,59.5,452.74192762029065,0.9999776962114252,High,Low Priority: Automated email only
13684,Inactive,286,1,65.13,327.4187857791556,0.9999776962114252,High,Low Priority: Automated email only
13685,Silver Tier,3,7,3119.44,5603.904307394657,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13686,Inactive,183,1,72.0,461.75960895582784,0.9999776962114252,High,Low Priority: Automated email only
13689,Silver Tier,63,1,910.0,877.9831095133258,2.2303788574990703e-05,Low,Maintain: Standard loyalty program
13690,Silver Tier,59,1,172.25,905.4181567991492,2.230378857499082e-05,Low,Maintain: Standard loyalty program
13692,Silver Tier,25,3,1488.32,1101.2253381975072,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13694,Gold Tier,4,50,65039.62,48903.49296370184,2.230378857499209e-05,Low,Maintain: VIP loyalty program
13695,Gold Tier,31,15,2504.13,2912.2365389979313,2.2303788574990307e-05,Low,Maintain: VIP loyalty program
13697,Silver Tier,39,1,151.29999999999998,1083.108434623702,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13699,Inactive,155,1,308.58000000000004,517.4111282486208,0.9999776962114252,High,Low Priority: Automated email only
13700,Silver Tier,26,10,2248.63,2116.2557870442593,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13703,Inactive,318,1,99.5,299.5022203602368,0.9999776962114252,High,Low Priority: Automated email only
13704,Silver Tier,5,9,2308.06,5588.2738423318515,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13705,Silver Tier,8,3,711.86,597.297755507903,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
13706,Inactive,303,1,330.79,312.4173559698087,0.9999776962114252,High,Low Priority: Automated email only
13707,Inactive,267,2,806.41,521.2591419219532,0.9999776962114252,High,Low Priority: Automated email only
13708,Inactive,271,1,285.33,340.8992199641444,0.9999776962114252,High,Low Priority: Automated email only
13709,Gold Tier,4,13,6307.650000000001,5339.754115855536,2.2303788574990185e-05,Low,Maintain: VIP loyalty program
13710,Silver Tier,32,1,180.48,1158.925382250077,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13711,Inactive,219,2,252.06,403.8449286955369,0.9999776962114252,High,Low Priority: Automated email only
13712,Inactive,247,1,228.84,367.9515524467717,0.9999776962114252,High,Low Priority: Automated email only
13715,Inactive,281,5,1077.39,888.4292214052654,0.9999776962114252,High,Low Priority: Automated email only
13716,Inactive,269,1,138.28,342.9161502563091,0.9999776962114252,High,Low Priority: Automated email only
13717,Silver Tier,32,6,1445.01,1415.166349222023,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13718,Inactive,246,2,306.55,526.2740002409716,0.9999776962114252,High,Low Priority: Automated email only
13719,Silver Tier,15,5,1041.68,1447.18984065954,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13720,Silver Tier,117,4,799.9,973.0432582839828,0.9999776962114252,High,Send: Standard win-back offer
13721,Silver Tier,36,1,524.14,1103.738729125816,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13722,Silver Tier,132,3,2375.41,1133.1026513912393,0.9999776962114252,High,Send: Standard win-back offer
13723,Inactive,217,1,199.85,405.25680882157616,0.9999776962114252,High,Low Priority: Automated email only
13725,Silver Tier,50,8,1980.56,1298.314532950874,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13726,Silver Tier,39,2,1079.66,2142.455649491357,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13727,Silver Tier,29,2,333.48,1653.186897830495,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13728,Silver Tier,37,6,1016.14,1126.5298563586775,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13730,Silver Tier,136,2,752.6,1148.3394703097497,0.9999776962114252,High,Send: Standard win-back offer
13731,Inactive,219,2,610.59,707.2806874026992,0.9999776962114252,High,Low Priority: Automated email only
13732,Silver Tier,28,1,491.86,1194.7687753130083,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13735,Silver Tier,25,4,2883.54,2489.3598820686334,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13736,Silver Tier,5,2,729.8,740.5379371089286,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13737,Inactive,200,1,339.59999999999997,430.86473332273926,0.9999776962114252,High,Low Priority: Automated email only
13739,Silver Tier,18,1,216.9,1332.1040378327834,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13740,Inactive,241,1,350.75,375.09541896348713,0.9999776962114252,High,Low Priority: Automated email only
13741,Silver Tier,72,3,668.4300000000001,1040.525104786591,2.2303788574991337e-05,Low,Maintain: Standard loyalty program
13742,Silver Tier,17,12,3107.87,2634.6704224683344,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13743,Silver Tier,3,7,1341.6,1648.0567222521706,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13744,Silver Tier,95,2,1080.52,588.2827601069303,0.9999776962114252,High,Send: Standard win-back offer
13745,Inactive,162,1,300.04,501.73383744486046,0.9999776962114252,High,Low Priority: Automated email only
13747,Inactive,374,1,79.6,262.2374002805863,0.9999776962114252,High,Low Priority: Automated email only
13748,Silver Tier,96,5,948.25,859.9127670677433,0.9999776962114252,High,Send: Standard win-back offer
13750,Silver Tier,54,5,1647.26,1404.6389729879982,2.2303788574990307e-05,Low,Maintain: Standard loyalty program
13751,Inactive,288,1,296.25,324.6676665070214,0.9999776962114252,High,Low Priority: Automated email only
13752,Silver Tier,124,6,1175.38,1388.657125349367,0.9999776962114252,High,Send: Standard win-back offer
13753,Inactive,288,1,741.26,325.5795547475773,0.9999776962114252,High,Low Priority: Automated email only
13754,Inactive,152,2,282.6,448.84629822235775,0.9999776962114252,High,Low Priority: Automated email only
13755,Silver Tier,4,9,2108.06,5208.383069400872,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13756,Gold Tier,2,14,5189.52,3867.0791353785494,2.2303788574990385e-05,Low,Maintain: VIP loyalty program
13758,Silver Tier,12,7,3190.55,2408.8715472690747,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13759,Silver Tier,33,2,659.4100000000001,1181.3864128956775,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13760,Silver Tier,54,2,286.79,555.448326587453,2.2303788574990344e-05,Low,Maintain: Standard loyalty program
13761,Silver Tier,50,2,1070.65,1220.3573632035143,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13762,Inactive,219,1,306.72,403.8449286955369,0.9999776962114252,High,Low Priority: Automated email only
13763,Silver Tier,63,1,1714.96,877.9831095133258,2.230378857499106e-05,Low,Maintain: Standard loyalty program
13764,Silver Tier,71,3,1519.42,1115.864953282052,2.2303788574991693e-05,Low,Maintain: Standard loyalty program
13767,Gold Tier,2,37,17220.36,12983.670081751436,2.230378857499205e-05,Low,Maintain: VIP loyalty program
13769,Silver Tier,2,10,2796.51,2203.7093707730746,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13771,Silver Tier,64,4,2634.45,2144.189453037642,2.2303788574991496e-05,Low,Maintain: Standard loyalty program
13772,Silver Tier,34,3,1122.63,1348.0376640301918,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13774,Silver Tier,82,1,345.0,772.6333322467653,2.230378857499344e-05,Low,Maintain: Standard loyalty program
13777,Gold Tier,1,33,25977.16,14961.299986136475,2.2303788574992208e-05,Low,Maintain: VIP loyalty program
13778,Silver Tier,103,1,178.7,673.8173966140971,0.9999776962114252,High,Send: Standard win-back offer
13780,Silver Tier,7,2,360.01,865.5051286760029,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
13781,Inactive,251,1,127.84,363.3382609864107,0.9999776962114252,High,Low Priority: Automated email only
13782,Silver Tier,13,6,908.86,964.9713933937014,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13784,Silver Tier,10,11,2462.79,2309.665986225577,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13786,Inactive,367,1,230.4,265.8458120425742,0.9999776962114252,High,Low Priority: Automated email only
13787,Silver Tier,76,2,309.04,450.5691812011706,2.230378857499189e-05,Low,Maintain: Standard loyalty program
13790,Silver Tier,4,1,348.79999999999995,1587.6067673138905,2.230378857499082e-05,Low,Maintain: Standard loyalty program
13791,Silver Tier,128,2,1516.0,1275.3943683794514,0.9999776962114252,High,Send: Standard win-back offer
13792,Silver Tier,66,2,195.55,482.37703065158087,2.2303788574991174e-05,Low,Maintain: Standard loyalty program
13798,Gold Tier,1,57,37153.85,28300.82954933313,2.230378857499213e-05,Low,Maintain: VIP loyalty program
13799,Silver Tier,117,2,688.86,651.0781942530039,0.9999776962114252,High,Send: Standard win-back offer
13800,Inactive,310,1,558.32,306.63246177490436,0.9999776962114252,High,Low Priority: Automated email only
13801,Silver Tier,67,1,324.8,858.4738053899073,2.2303788574990744e-05,Low,Maintain: Standard loyalty program
13802,Silver Tier,139,3,4599.42,3265.1866453592597,0.9999776962114252,High,Send: Standard win-back offer
13803,Inactive,255,1,277.07,357.7318186433175,0.9999776962114252,High,Low Priority: Automated email only
13804,Silver Tier,31,7,2588.39,2090.949172267815,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13805,Silver Tier,52,2,924.6,1305.0831418203256,2.2303788574990263e-05,Low,Maintain: Standard loyalty program
13806,Silver Tier,64,1,256.38,877.9831095133258,2.2303788574990663e-05,Low,Maintain: Standard loyalty program
13807,Inactive,367,1,112.6,265.8458120425742,0.9999776962114252,High,Low Priority: Automated email only
13808,Silver Tier,6,5,1747.66,3164.76640479391,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13809,Inactive,305,1,155.05,309.91160168853673,0.9999776962114252,High,Low Priority: Automated email only
13810,Silver Tier,29,3,1499.01,1659.313806326585,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13811,Inactive,184,3,814.5,1010.8063004276746,0.9999776962114252,High,Low Priority: Automated email only
13812,Silver Tier,42,3,539.0,1284.354338594158,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13813,Silver Tier,40,4,1366.86,2235.153935274794,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13814,Silver Tier,92,2,1579.12,1998.6668413786165,0.9999776962114252,High,Send: Standard win-back offer
13815,Silver Tier,22,4,4027.36,2805.9005038696455,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13816,Silver Tier,24,2,571.67,1460.7331547033573,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13817,Silver Tier,29,2,382.98,499.74158872497816,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13819,Inactive,302,3,1140.35,916.5218403096062,0.9999776962114252,High,Low Priority: Automated email only
13821,Inactive,145,2,385.64,515.2762450015617,0.9999776962114252,High,Low Priority: Automated email only
13822,Silver Tier,6,2,632.0,1687.19538510404,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13823,Silver Tier,19,2,957.66,1406.0697342827866,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13824,Silver Tier,33,5,1698.94,1446.3925613189722,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13826,Inactive,176,1,189.5,473.0666458355044,0.9999776962114252,High,Low Priority: Automated email only
13827,Silver Tier,58,3,409.8,1106.5384091839944,2.2303788574990385e-05,Low,Maintain: Standard loyalty program
13828,Silver Tier,22,1,209.49,1273.5470319616638,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
13831,Silver Tier,16,6,2198.45,1655.2330755660191,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
13832,Silver Tier,19,1,52.2,1316.965589877716,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
13833,Inactive,159,1,383.85,508.3348084278073,0.9999776962114252,High,Low Priority: Automated email only
13835,Silver Tier,25,4,834.57,1078.21046699723,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13837,Inactive,212,2,266.59000000000003,471.33035121813447,0.9999776962114252,High,Low Priority: Automated email only
13838,Silver Tier,6,4,674.82,637.5669007556698,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
13841,Inactive,253,1,85.0,361.07472695079787,0.9999776962114252,High,Low Priority: Automated email only
13842,Silver Tier,59,9,3385.62,2656.4030944399537,2.2303788574990625e-05,Low,Maintain: Standard loyalty program
13844,Silver Tier,11,1,361.62,1448.6733665307254,2.230378857499007e-05,Low,Maintain: Standard loyalty program
13845,Silver Tier,65,1,312.98,871.382211660038,2.2303788574990663e-05,Low,Maintain: Standard loyalty program
13846,Silver Tier,25,3,865.0600000000001,657.5910288969417,2.230378857499003e-05,Low,Maintain: Standard loyalty program
13848,Silver Tier,92,3,1255.0,982.659572473466,0.9999776962114252,High,Send: Standard win-back offer
13849,Silver Tier,52,2,1537.95,1703.4090836273083,2.2303788574990263e-05,Low,Maintain: Standard loyalty program
13850,Silver Tier,129,1,1595.48,585.3455299462746,0.9999776962114252,High,Send: Standard win-back offer
13851,Silver Tier,96,3,2651.46,2441.0964976386035,0.9999776962114252,High,Send: Standard win-back offer
13853,Silver Tier,57,1,1090.14,919.7889416513344,2.2303788574990385e-05,Low,Maintain: Standard loyalty program
13854,Gold Tier,9,25,8109.52,6351.675263264089,2.2303788574990463e-05,Low,Maintain: VIP loyalty program
13856,Inactive,169,3,388.5,854.4139427486348,0.9999776962114252,High,Low Priority: Automated email only
