CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Avg
13816,24,2,571.67,4,2,3,423,3.0
13817,29,2,382.98,4,2,2,422,2.6666666666666665
13819,302,3,1140.35,1,3,4,134,2.6666666666666665
13821,145,2,385.64,2,2,2,222,2.0
13822,6,2,632.0,5,2,3,523,3.3333333333333335
13823,19,2,957.66,4,2,4,424,3.3333333333333335
13824,33,5,1698.94,4,4,4,444,4.0
13826,176,1,189.5,2,1,1,211,1.3333333333333333
13827,58,3,409.8,3,3,2,332,2.6666666666666665
13828,22,1,209.49,4,1,1,411,2.0
13831,16,6,2198.45,4,5,5,455,4.666666666666667
13832,19,1,52.199999999999996,4,1,1,411,2.0
13833,159,1,383.85,2,1,2,212,1.6666666666666667
13835,25,4,834.57,4,4,3,443,3.6666666666666665
13837,212,2,266.59000000000003,1,2,2,122,1.6666666666666667
13838,6,4,674.82,5,4,3,543,4.0
13841,253,1,85.0,1,1,1,111,1.0
13842,59,9,3385.62,3,5,5,355,4.333333333333333
13844,11,1,361.62,5,1,2,512,2.6666666666666665
13845,65,1,312.98,3,1,2,312,2.0
13846,25,3,865.0600000000001,4,3,3,433,3.3333333333333335
13848,92,3,1255.0,2,3,4,234,3.0
13849,52,2,1537.95,3,2,4,324,3.0
13850,129,1,1595.48,2,1,4,214,2.3333333333333335
13851,96,3,2651.46,2,3,5,235,3.3333333333333335
13853,57,1,1090.1399999999999,3,1,4,314,2.6666666666666665
13854,9,25,8109.5199999999995,5,5,5,555,5.0
13856,169,3,388.5,2,3,2,232,2.3333333333333335
13858,57,1,216.17000000000002,3,1,1,311,1.6666666666666667
13859,326,1,201.16,1,1,1,111,1.0
13860,1,5,1245.9,5,4,4,544,4.333333333333333
13862,18,8,2209.36,4,5,5,455,4.666666666666667
13863,248,1,305.78,1,1,2,112,1.3333333333333333
13865,58,4,501.56,3,4,3,343,3.3333333333333335
13866,74,1,145.67,2,1,1,211,1.3333333333333333
13867,31,3,1005.09,4,3,4,434,3.6666666666666665
13868,7,2,3192.54,5,2,5,525,4.0
13869,123,4,3083.65,2,4,5,245,3.6666666666666665
13870,2,8,2770.94,5,5,5,555,5.0
13871,23,13,6403.25,4,5,5,455,4.666666666666667
13873,120,3,389.6,2,3,2,232,2.3333333333333335
13874,358,1,540.45,1,1,3,113,1.6666666666666667
13875,54,5,1786.79,3,4,4,344,3.6666666666666665
13876,64,1,122.7,3,1,1,311,1.6666666666666667
13877,86,1,117.24,2,1,1,211,1.3333333333333333
13878,55,1,1271.57,3,1,4,314,2.6666666666666665
13880,21,13,3219.77,4,5,5,455,4.666666666666667
13881,4,20,17159.52,5,5,5,555,5.0
13882,3,5,1191.13,5,4,4,544,4.333333333333333
13883,11,5,2674.48,5,4,5,545,4.666666666666667
13884,7,5,787.6,5,4,3,543,4.0
13885,189,2,506.8,1,2,3,123,2.0
13886,71,1,243.56,3,1,1,311,1.6666666666666667
13887,204,1,349.55,1,1,2,112,1.3333333333333333
13888,120,2,595.67,2,2,3,223,2.3333333333333335
13889,93,1,416.90000000000003,2,1,2,212,1.6666666666666667
13890,1,10,1883.81,5,5,4,554,4.666666666666667
13892,27,4,632.97,4,4,3,443,3.6666666666666665
13893,298,1,821.1,1,1,3,113,1.6666666666666667
13894,24,3,564.62,4,3,3,433,3.3333333333333335
13895,28,4,2593.07,4,4,5,445,4.333333333333333
13897,50,1,311.16,3,1,2,312,2.0
13898,326,1,155.93,1,1,1,111,1.0
13899,16,2,388.52,4,2,2,422,2.6666666666666665
13900,183,3,740.95,1,3,3,133,2.3333333333333335
13901,72,5,2867.2,3,4,5,345,4.0
13904,37,2,332.64,3,2,2,322,2.3333333333333335
13908,80,4,2369.55,2,4,5,245,3.6666666666666665
13911,57,9,2580.91,3,5,5,355,4.333333333333333
13914,12,2,626.45,5,2,3,523,3.3333333333333335
13917,50,2,272.04,3,2,2,322,2.3333333333333335
13918,50,2,1212.8400000000001,3,2,4,324,3.0
13919,59,2,384.81,3,2,2,322,2.3333333333333335
13922,352,1,172.25,1,1,1,111,1.0
13923,54,1,351.13,3,1,2,312,2.0
13924,2,6,1838.8500000000001,5,5,4,554,4.666666666666667
13925,93,4,678.25,2,4,3,243,3.0
13926,23,1,223.85000000000002,4,1,1,411,2.0
13927,75,1,348.99,2,1,2,212,1.6666666666666667
13928,11,4,464.57,5,4,2,542,3.6666666666666665
13929,169,2,842.65,2,2,3,223,2.3333333333333335
13930,58,2,337.34,3,2,2,322,2.3333333333333335
13931,96,2,1237.53,2,2,4,224,2.6666666666666665
13932,295,1,307.4,1,1,2,112,1.3333333333333333
13933,109,2,608.79,2,2,3,223,2.3333333333333335
13934,264,1,922.1,1,1,3,113,1.6666666666666667
13936,180,1,376.58,1,1,2,112,1.3333333333333333
13937,169,1,158.85,2,1,1,211,1.3333333333333333
13938,35,1,71.66,3,1,1,311,1.6666666666666667
13939,23,3,568.55,4,3,3,433,3.3333333333333335
13940,17,4,839.14,4,4,3,443,3.6666666666666665
13941,22,5,5112.96,4,4,5,445,4.333333333333333
13946,79,3,561.57,2,3,3,233,2.6666666666666665
13947,65,1,90.6,3,1,1,311,1.6666666666666667
13948,361,1,102.0,1,1,1,111,1.0
13949,3,6,2427.32,5,5,5,555,5.0
13950,11,4,745.06,5,4,3,543,4.0
13951,176,3,674.45,2,3,3,233,2.6666666666666665
13952,218,2,3251.071,1,2,5,125,2.6666666666666665
13953,7,7,3515.68,5,5,5,555,5.0
13954,2,2,439.92,5,3,2,532,3.3333333333333335
13955,154,2,322.96,2,3,2,232,2.3333333333333335
13956,5,5,1019.27,5,4,4,544,4.333333333333333
13959,79,3,594.04,2,3,3,233,2.6666666666666665
13960,21,2,230.22,4,3,1,431,2.6666666666666665
13962,22,2,169.54999999999998,4,3,1,431,2.6666666666666665
13963,308,4,664.54,1,4,3,143,2.6666666666666665
13967,146,1,80.7,2,1,1,211,1.3333333333333333
13969,7,18,9024.17,5,5,5,555,5.0
13971,19,8,2758.26,4,5,5,455,4.666666666666667
13972,71,2,190.25,3,3,1,331,2.3333333333333335
13973,287,1,264.7,1,1,2,112,1.3333333333333333
13974,49,1,413.59000000000003,3,1,2,312,2.0
13975,31,6,2461.2400000000002,4,5,5,455,4.666666666666667
13976,207,1,357.98,1,1,2,112,1.3333333333333333
13978,15,2,196.79,4,3,1,431,2.6666666666666665
13979,73,1,869.87,2,1,3,213,2.0
13980,60,1,200.14,3,1,1,311,1.6666666666666667
13982,39,4,1871.81,3,4,4,344,3.6666666666666665
13983,30,12,2603.43,4,5,5,455,4.666666666666667
13984,27,5,920.51,4,4,3,443,3.6666666666666665
13985,4,15,7060.13,5,5,5,555,5.0
13986,17,1,320.46,4,1,2,412,2.3333333333333335
13988,20,6,4147.96,4,5,5,455,4.666666666666667
13989,66,2,1266.08,3,3,4,334,3.3333333333333335
13990,213,1,311.3,1,1,2,112,1.3333333333333333
13991,12,6,852.88,5,5,3,553,4.333333333333333
13992,30,1,76.8,4,1,1,411,2.0
13993,43,9,3466.36,3,5,5,355,4.333333333333333
13994,4,6,2274.14,5,5,5,555,5.0
13995,15,5,1393.69,4,4,4,444,4.0
13999,10,12,3901.81,5,5,5,555,5.0
14000,211,1,635.66,1,1,3,113,1.6666666666666667
14001,46,3,2043.0800000000002,3,3,4,334,3.3333333333333335
14002,134,2,529.73,2,3,3,233,2.6666666666666665
14004,43,7,4582.64,3,5,5,355,4.333333333333333
14005,10,5,2874.72,5,4,5,545,4.666666666666667
14006,116,3,962.19,2,3,4,234,3.0
14009,198,2,695.61,1,3,3,133,2.3333333333333335
14012,278,1,328.8,1,1,2,112,1.3333333333333333
14013,110,3,473.02,2,3,2,232,2.3333333333333335
14014,77,1,505.18,2,1,3,213,2.0
14015,53,1,917.34,3,1,3,313,2.3333333333333335
14016,162,4,4341.21,2,4,5,245,3.6666666666666665
14019,47,3,1421.61,3,3,4,334,3.3333333333333335
14020,17,2,642.8,4,3,3,433,3.3333333333333335
14021,155,3,631.9,2,3,3,233,2.6666666666666665
14022,225,1,440.0,1,1,2,112,1.3333333333333333
14023,7,2,584.07,5,3,3,533,3.6666666666666665
14024,122,2,327.7,2,3,2,232,2.3333333333333335
14027,61,1,104.82,3,1,1,311,1.6666666666666667
14029,63,2,467.66,3,3,2,332,2.6666666666666665
14030,18,8,2358.84,4,5,5,455,4.666666666666667
14031,7,19,17286.86,5,5,5,555,5.0
14032,2,11,2975.59,5,5,5,555,5.0
14034,22,3,648.89,4,3,3,433,3.3333333333333335
14035,29,5,1428.02,4,4,4,444,4.0
14036,285,1,626.65,1,1,3,113,1.6666666666666667
14037,176,2,147.20000000000002,2,3,1,231,2.0
14038,78,3,1560.38,2,3,4,234,3.0
14039,33,1,152.2,4,1,1,411,2.0
14040,41,12,3560.32,3,5,5,355,4.333333333333333
14041,266,1,141.41,1,1,1,111,1.0
14044,27,4,646.42,4,4,3,443,3.6666666666666665
14045,109,4,1659.75,2,4,4,244,3.3333333333333335
14046,284,1,154.99,1,1,1,111,1.0
14047,9,5,1308.6100000000001,5,4,4,544,4.333333333333333
14048,305,1,409.93,1,1,2,112,1.3333333333333333
14049,17,4,5578.72,4,4,5,445,4.333333333333333
14050,32,2,746.36,4,3,3,433,3.3333333333333335
14051,1,23,15610.390000000001,5,5,5,555,5.0
14052,20,1,225.36,4,1,1,411,2.0
14053,124,2,260.25,2,3,2,232,2.3333333333333335
14054,65,1,92.46000000000001,3,1,1,311,1.6666666666666667
14055,106,1,725.6400000000001,2,1,3,213,2.0
14056,1,23,8152.71,5,5,5,555,5.0
14057,24,17,6211.66,4,5,5,455,4.666666666666667
14059,267,1,183.6,1,1,1,111,1.0
14060,5,19,6140.42,5,5,5,555,5.0
14062,10,12,10464.85,5,5,5,555,5.0
14064,29,5,1334.34,4,4,4,444,4.0
14066,267,1,152.55,1,1,1,111,1.0
14067,64,2,374.7,3,3,2,332,2.6666666666666665
14068,320,1,265.85,1,1,2,112,1.3333333333333333
14071,4,8,1437.57,5,5,4,554,4.666666666666667
14073,32,1,151.04,4,1,1,411,2.0
14075,5,3,942.26,5,3,4,534,4.0
14076,129,1,118.67,2,1,1,211,1.3333333333333333
14077,41,5,499.42,3,4,3,343,3.3333333333333335
14078,102,6,1049.37,2,5,4,254,3.6666666666666665
14079,125,1,375.1,2,1,2,212,1.6666666666666667
14080,33,1,45.599999999999994,4,1,1,411,2.0
14081,302,2,921.62,1,3,3,133,2.3333333333333335
14082,365,1,182.25,1,1,1,111,1.0
14083,4,9,1002.9,5,5,4,554,4.666666666666667
14085,2,18,4421.29,5,5,5,555,5.0
14087,3,1,191.47,5,1,1,511,2.3333333333333335
14088,10,13,50491.81,5,5,5,555,5.0
14089,57,1,158.75,3,1,1,311,1.6666666666666667
14090,325,1,76.32000000000001,1,1,1,111,1.0
14092,8,14,4076.91,5,5,5,555,5.0
14093,12,1,433.86,5,1,2,512,2.6666666666666665
14096,4,17,65164.79,5,5,5,555,5.0
14098,37,1,147.35,3,1,1,311,1.6666666666666667
14099,16,11,3104.17,4,5,5,455,4.666666666666667
14100,138,1,191.95,2,1,1,211,1.3333333333333333
14101,74,6,5976.79,2,5,5,255,4.0
14102,5,5,1105.8799999999999,5,4,4,544,4.333333333333333
14104,155,2,216.21,2,3,1,231,2.0
14105,239,1,1266.23,1,1,4,114,2.0
14107,52,7,2703.23,3,5,5,355,4.333333333333333
14108,31,2,597.91,4,3,3,433,3.3333333333333335
14109,73,1,144.2,2,1,1,211,1.3333333333333333
14110,4,12,5683.15,5,5,5,555,5.0
14111,14,4,692.85,4,4,3,443,3.6666666666666665
14112,23,7,2915.15,4,5,5,455,4.666666666666667
14113,4,4,1840.42,5,4,4,544,4.333333333333333
14114,274,2,386.53,1,3,2,132,2.0
14116,20,5,1382.74,4,4,4,444,4.0
14117,144,1,90.0,2,1,1,211,1.3333333333333333
14121,4,4,2780.15,5,4,5,545,4.666666666666667
14124,84,1,419.58,2,1,2,212,1.6666666666666667
14125,11,3,2720.63,5,3,5,535,4.333333333333333
14126,8,3,706.1300000000001,5,3,3,533,3.6666666666666665
14127,123,3,709.71,2,3,3,233,2.6666666666666665
14128,61,2,637.5,3,3,3,333,3.0
14129,2,5,1123.8600000000001,5,4,4,544,4.333333333333333
14130,319,1,480.91,1,1,2,112,1.3333333333333333
14132,2,11,3586.0299999999997,5,5,5,555,5.0
14133,130,3,605.64,2,3,3,233,2.6666666666666665
14135,2,15,4690.31,5,5,5,555,5.0
14138,2,2,965.88,5,3,4,534,4.0
14139,46,1,415.82,3,1,2,312,2.0
14140,4,2,935.05,5,3,4,534,4.0
14141,3,4,915.13,5,4,3,543,4.0
14142,373,1,311.81,1,1,2,112,1.3333333333333333
14143,134,1,115.8,2,1,1,211,1.3333333333333333
14145,47,4,3742.2,3,4,5,345,4.0
14146,9,5,4191.0,5,4,5,545,4.666666666666667
14147,78,2,483.4,2,3,2,232,2.3333333333333335
14148,234,1,157.2,1,1,1,111,1.0
14149,221,1,446.62,1,1,2,112,1.3333333333333333
14150,36,2,658.64,3,3,3,333,3.0
14152,75,2,621.29,2,3,3,233,2.6666666666666665
14154,239,2,1345.62,1,3,4,134,2.6666666666666665
14155,266,1,118.75,1,1,1,111,1.0
14156,10,55,117210.08,5,5,5,555,5.0
14157,20,2,424.89000000000004,4,3,2,432,3.0
14158,40,1,507.65999999999997,3,1,3,313,2.3333333333333335
14159,20,11,4630.35,4,5,5,455,4.666666666666667
14161,216,3,1097.6200000000001,1,3,4,134,2.6666666666666665
14162,174,2,289.36,2,3,2,232,2.3333333333333335
14163,87,4,2445.91,2,4,5,245,3.6666666666666665
14164,71,2,1631.77,3,3,4,334,3.3333333333333335
14165,276,1,120.44,1,1,1,111,1.0
14167,39,4,562.59,3,4,3,343,3.3333333333333335
14171,98,1,363.79,2,1,2,212,1.6666666666666667
14173,11,4,450.84,5,4,2,542,3.6666666666666665
14174,33,1,134.46,4,1,1,411,2.0
14175,60,3,3222.3,3,3,5,335,3.6666666666666665
14176,297,4,576.9000000000001,1,4,3,143,2.6666666666666665
14177,86,4,549.46,2,4,3,243,3.0
14178,9,7,1600.26,5,5,4,554,4.666666666666667
14179,41,2,701.57,3,3,3,333,3.0
14180,11,25,4748.52,5,5,5,555,5.0
14184,67,1,452.89,3,1,2,312,2.0
14185,331,1,197.65,1,1,1,111,1.0
14188,31,6,2054.36,4,5,4,454,4.333333333333333
14189,2,15,4654.08,5,5,5,555,5.0
14191,2,13,4684.76,5,5,5,555,5.0
14193,68,2,853.39,3,3,3,333,3.0
14194,5,21,11349.52,5,5,5,555,5.0
14195,202,2,1012.0,1,3,4,134,2.6666666666666665
14196,107,1,335.52,2,1,2,212,1.6666666666666667
14198,18,4,701.4,4,4,3,443,3.6666666666666665
14199,218,1,185.39999999999998,1,1,1,111,1.0
14201,60,7,747.44,3,5,3,353,3.6666666666666665
14204,2,1,150.61,5,1,1,511,2.3333333333333335
14205,17,2,466.7,4,3,2,432,3.0
14206,239,1,328.15999999999997,1,1,2,112,1.3333333333333333
14208,95,1,151.74,2,1,1,211,1.3333333333333333
14209,11,6,2073.43,5,5,5,555,5.0
14210,106,6,1905.8400000000001,2,5,4,254,3.6666666666666665
14211,53,9,2241.1,3,5,5,355,4.333333333333333
14212,90,1,1070.48,2,1,4,214,2.3333333333333335
14214,31,5,1004.38,4,4,4,444,4.0
14215,12,6,1789.72,5,5,4,554,4.666666666666667
14216,3,4,1839.3,5,4,4,544,4.333333333333333
14217,2,17,2004.98,5,5,4,554,4.666666666666667
14218,43,1,169.48000000000002,3,1,1,311,1.6666666666666667
14219,4,1,89.94,5,1,1,511,2.3333333333333335
14220,247,2,632.4,1,3,3,133,2.3333333333333335
14221,42,9,3432.8,3,5,5,355,4.333333333333333
14222,177,1,683.17,2,1,3,213,2.0
14223,92,3,991.13,2,3,4,234,3.0
14224,110,4,1009.73,2,4,4,244,3.3333333333333335
14226,29,5,2214.79,4,4,5,445,4.333333333333333
14227,26,10,3350.96,4,5,5,455,4.666666666666667
14229,52,3,1547.2,3,3,4,334,3.3333333333333335
14231,184,3,925.71,1,3,3,133,2.3333333333333335
14232,43,5,2048.07,3,4,4,344,3.6666666666666665
14233,49,4,1462.72,3,4,4,344,3.6666666666666665
14234,22,4,754.12,4,4,3,443,3.6666666666666665
14235,75,5,3144.86,2,4,5,245,3.6666666666666665
14236,81,2,490.86,2,3,3,233,2.6666666666666665
14237,373,1,161.0,1,1,1,111,1.0
14238,326,1,146.85,1,1,1,111,1.0
14239,43,11,2380.85,3,5,5,355,4.333333333333333
14240,30,2,890.34,4,3,3,433,3.3333333333333335
14241,184,1,213.70000000000002,1,1,1,111,1.0
14242,235,2,280.55,1,3,2,132,2.0
14243,9,10,2588.77,5,5,5,555,5.0
14245,220,2,1693.45,1,3,4,134,2.6666666666666665
14246,111,3,1474.06,2,3,4,234,3.0
14247,278,1,136.77,1,1,1,111,1.0
14248,318,1,302.58,1,1,2,112,1.3333333333333333
14250,7,3,1904.05,5,3,4,534,4.0
14251,2,5,2879.7000000000003,5,4,5,545,4.666666666666667
14256,260,2,969.0600000000001,1,3,4,134,2.6666666666666665
14257,64,5,3099.7200000000003,3,4,5,345,4.0
14258,9,9,12669.98,5,5,5,555,5.0
14259,142,1,120.0,2,1,1,211,1.3333333333333333
14261,51,2,1163.45,3,3,4,334,3.3333333333333335
14262,8,8,2618.23,5,5,5,555,5.0
14264,155,2,333.97,2,3,2,232,2.3333333333333335
14265,109,2,530.18,2,3,3,233,2.6666666666666665
14267,163,3,1516.24,2,3,4,234,3.0
14270,332,1,492.65000000000003,1,1,3,113,1.6666666666666667
14271,226,1,112.32000000000001,1,1,1,111,1.0
14272,74,2,437.96,2,3,2,232,2.3333333333333335
14273,51,4,559.97,3,4,3,343,3.3333333333333335
14276,99,3,1119.74,2,3,4,234,3.0
14277,15,3,4188.0,4,3,5,435,4.0
14280,197,1,134.04,1,1,1,111,1.0
14282,3,15,3701.44,5,5,5,555,5.0
14284,31,2,595.25,4,3,3,433,3.3333333333333335
14285,21,4,1910.01,4,4,4,444,4.0
14286,24,3,4628.75,4,3,5,435,4.0
14287,8,3,176.63,5,3,1,531,3.0
14288,213,1,426.6,1,1,2,112,1.3333333333333333
14289,9,6,911.26,5,5,3,553,4.333333333333333
14290,11,5,2314.65,5,4,5,545,4.666666666666667
14291,2,11,3883.25,5,5,5,555,5.0
14292,8,9,4871.93,5,5,5,555,5.0
14293,3,4,1046.56,5,4,4,544,4.333333333333333
14295,40,1,166.20000000000002,3,1,1,311,1.6666666666666667
14297,18,4,1305.33,4,4,4,444,4.0
14298,8,44,51527.3,5,5,5,555,5.0
14299,8,9,3965.62,5,5,5,555,5.0
14300,19,1,43.2,4,1,1,411,2.0
14301,117,1,640.14,2,1,3,213,2.0
14304,223,1,383.45,1,1,2,112,1.3333333333333333
14305,71,3,1858.96,3,3,4,334,3.3333333333333335
14306,51,2,2093.32,3,3,5,335,3.6666666666666665
14307,89,6,2995.72,2,5,5,255,4.0
14309,8,9,2352.53,5,5,5,555,5.0
14311,243,1,310.26,1,1,2,112,1.3333333333333333
14312,47,6,1611.59,3,5,4,354,4.0
14314,107,1,120.0,2,1,1,211,1.3333333333333333
14315,45,6,2481.13,3,5,5,355,4.333333333333333
14317,65,1,508.58,3,1,3,313,2.3333333333333335
14320,207,2,477.79,1,3,2,132,2.0
14321,11,5,1530.75,5,4,4,544,4.333333333333333
14323,115,2,605.0600000000001,2,3,3,233,2.6666666666666665
14326,242,1,183.85,1,1,1,111,1.0
14327,163,1,311.65,2,1,2,212,1.6666666666666667
14329,17,7,4975.24,4,5,5,455,4.666666666666667
14331,124,2,462.65999999999997,2,3,2,232,2.3333333333333335
14332,23,3,840.21,4,3,3,433,3.3333333333333335
14333,68,1,415.2,3,1,2,312,2.0
14334,17,8,2552.21,4,5,5,455,4.666666666666667
14335,16,2,454.86,4,3,2,432,3.0
14336,17,4,1614.91,4,4,4,444,4.0
14338,161,2,588.22,2,3,3,233,2.6666666666666665
14339,243,1,309.52,1,1,2,112,1.3333333333333333
14340,219,1,134.7,1,1,1,111,1.0
14341,45,8,2166.98,3,5,5,355,4.333333333333333
14342,21,4,668.5600000000001,4,4,3,443,3.6666666666666665
14344,127,8,889.9300000000001,2,5,3,253,3.3333333333333335
14345,39,1,108.97999999999999,3,1,1,311,1.6666666666666667
14346,121,2,1021.58,2,3,4,234,3.0
14348,260,1,409.57,1,1,2,112,1.3333333333333333
14349,10,1,133.5,5,1,1,511,2.3333333333333335
14350,274,1,282.93,1,1,2,112,1.3333333333333333
14351,165,1,51.0,2,1,1,211,1.3333333333333333
14352,157,4,1078.96,2,4,4,244,3.3333333333333335
14353,215,1,90.6,1,1,1,111,1.0
14354,6,2,163.62,5,3,1,531,3.0
14355,366,1,174.4,1,1,1,111,1.0
14356,80,2,701.23,2,3,3,233,2.6666666666666665
14357,43,1,225.12,3,1,1,311,1.6666666666666667
14359,19,3,912.18,4,3,3,433,3.3333333333333335
14360,32,4,2118.03,4,4,5,445,4.333333333333333
14362,22,1,151.5,4,1,1,411,2.0
14364,109,8,3717.35,2,5,5,255,4.0
14367,8,16,9227.82,5,5,5,555,5.0
14368,320,1,155.0,1,1,1,111,1.0
14371,295,1,100.5,1,1,1,111,1.0
14373,358,1,76.55,1,1,1,111,1.0
14375,185,1,235.56,1,1,1,111,1.0
14377,191,2,617.05,1,3,3,133,2.3333333333333335
14379,44,2,348.1,3,3,2,332,2.6666666666666665
14381,52,1,202.68,3,1,1,311,1.6666666666666667
14382,26,1,615.49,4,1,3,413,2.6666666666666665
14383,38,3,1247.69,3,3,4,334,3.3333333333333335
14385,9,3,202.10999999999999,5,3,1,531,3.0
14386,297,1,142.4,1,1,1,111,1.0
14387,33,3,1727.6,4,3,4,434,3.6666666666666665
14388,10,8,3212.84,5,5,5,555,5.0
14389,65,2,1043.46,3,3,4,334,3.3333333333333335
14390,10,9,4642.57,5,5,5,555,5.0
14393,218,1,67.95,1,1,1,111,1.0
14395,2,9,3479.91,5,5,5,555,5.0
14396,65,2,487.99,3,3,3,333,3.0
14397,3,19,2612.96,5,5,5,555,5.0
14400,149,1,574.7,2,1,3,213,2.0
14401,4,13,4051.48,5,5,5,555,5.0
14403,130,4,1475.81,2,4,4,244,3.3333333333333335
14404,34,6,1449.32,3,5,4,354,4.0
14406,119,1,156.75,2,1,1,211,1.3333333333333333
14407,107,6,2157.73,2,5,5,255,4.0
14408,11,7,2599.03,5,5,5,555,5.0
14409,71,6,2059.4500000000003,3,5,5,355,4.333333333333333
14410,92,9,1100.27,2,5,4,254,3.6666666666666665
14411,311,1,1063.0,1,1,4,114,2.0
14412,43,2,770.03,3,3,3,333,3.0
14413,362,1,121.05,1,1,1,111,1.0
14414,92,7,1496.98,2,5,4,254,3.6666666666666665
14415,1,13,5855.57,5,5,5,555,5.0
14416,22,2,490.22,4,3,3,433,3.3333333333333335
14418,4,3,1937.25,5,3,4,534,4.0
14419,11,6,1051.79,5,5,4,554,4.666666666666667
14420,99,1,387.52,2,1,2,212,1.6666666666666667
14421,57,2,813.11,3,3,3,333,3.0
14422,1,6,4263.64,5,5,5,555,5.0
14423,218,1,265.2,1,1,2,112,1.3333333333333333
14424,18,1,322.08,4,1,2,412,2.3333333333333335
14426,24,10,4481.67,4,5,5,455,4.666666666666667
14427,50,2,363.34000000000003,3,3,2,332,2.6666666666666665
14428,7,5,1224.06,5,4,4,544,4.333333333333333
14431,303,1,470.36,1,1,2,112,1.3333333333333333
14432,10,6,2248.5,5,5,5,555,5.0
14434,22,6,1372.8,4,5,4,454,4.333333333333333
14436,99,1,89.06,2,1,1,211,1.3333333333333333
14437,366,1,63.0,1,1,1,111,1.0
14438,306,1,131.9,1,1,1,111,1.0
14439,320,1,2661.24,1,1,5,115,2.3333333333333335
14440,8,5,2357.68,5,4,5,545,4.666666666666667
14441,1,4,1712.89,5,4,4,544,4.333333333333333
14442,205,2,1589.82,1,3,4,134,2.6666666666666665
14443,54,4,1420.2,3,4,4,344,3.6666666666666665
14446,1,4,1010.35,5,4,4,544,4.333333333333333
14447,19,5,1163.23,4,4,4,444,4.0
14448,9,2,375.35,5,3,2,532,3.3333333333333335
14449,19,4,885.8,4,4,3,443,3.6666666666666665
14450,181,3,483.25,1,3,2,132,2.0
14451,60,2,643.9,3,3,3,333,3.0
14452,11,2,259.05,5,3,2,532,3.3333333333333335
14453,190,1,119.93,1,1,1,111,1.0
14456,5,9,3017.28,5,5,5,555,5.0
14457,311,1,113.64,1,1,1,111,1.0
14459,155,1,1837.92,2,1,4,214,2.3333333333333335
14460,110,3,434.34,2,3,2,232,2.3333333333333335
14461,148,3,2103.06,2,3,5,235,3.3333333333333335
14462,66,11,1980.57,3,5,4,354,4.0
14463,98,3,529.62,2,3,3,233,2.6666666666666665
14465,247,3,1038.44,1,3,4,134,2.6666666666666665
14466,29,7,2272.4,4,5,5,455,4.666666666666667
14467,18,4,596.26,4,4,3,443,3.6666666666666665
14470,12,2,461.19,5,3,2,532,3.3333333333333335
14472,104,8,1852.67,2,5,4,254,3.6666666666666665
14473,74,2,234.34,2,3,1,231,2.0
14474,46,1,547.66,3,1,3,313,2.3333333333333335
14475,72,3,925.85,3,3,3,333,3.0
14476,257,1,193.0,1,1,1,111,1.0
14477,20,4,1309.6,4,4,4,444,4.0
14479,254,2,316.25,1,3,2,132,2.0
14480,11,1,279.05,5,1,2,512,2.6666666666666665
14481,165,2,636.51,2,3,3,233,2.6666666666666665
14482,18,6,2022.81,4,5,4,454,4.333333333333333
14483,282,1,137.1,1,1,1,111,1.0
14484,50,1,321.92,3,1,2,312,2.0
14485,39,1,162.8,3,1,1,311,1.6666666666666667
14487,27,6,1165.48,4,5,4,454,4.333333333333333
14488,68,1,1064.28,3,1,4,314,2.6666666666666665
14489,207,1,463.38,1,1,2,112,1.3333333333333333
14491,175,2,340.93,2,3,2,232,2.3333333333333335
14493,7,5,2383.24,5,4,5,545,4.666666666666667
14494,26,1,139.56,4,1,1,411,2.0
14495,51,2,123.8,3,3,1,331,2.3333333333333335
14496,312,2,538.8100000000001,1,3,3,133,2.3333333333333335
14497,309,1,475.37,1,1,2,112,1.3333333333333333
14498,43,5,1957.32,3,4,4,344,3.6666666666666665
14499,26,3,808.44,4,3,3,433,3.3333333333333335
14500,88,3,356.85,2,3,2,232,2.3333333333333335
14501,184,2,251.21,1,3,2,132,2.0
14502,20,11,2429.83,4,5,5,455,4.666666666666667
14503,3,6,3543.26,5,5,5,555,5.0
14504,47,4,673.26,3,4,3,343,3.3333333333333335
14505,17,8,5859.43,4,5,5,455,4.666666666666667
14506,17,5,1960.65,4,4,4,444,4.0
14507,24,6,1367.88,4,5,4,454,4.333333333333333
14508,22,2,268.05,4,3,2,432,3.0
14511,11,5,1314.81,5,4,4,544,4.333333333333333
14512,188,2,275.28,1,3,2,132,2.0
14513,101,3,455.59000000000003,2,3,2,232,2.3333333333333335
14514,61,3,990.2,3,3,4,334,3.3333333333333335
14515,18,6,2076.89,4,5,5,455,4.666666666666667
14517,33,2,330.45,4,3,2,432,3.0
14518,64,1,174.37,3,1,1,311,1.6666666666666667
14520,2,2,270.6,5,3,2,532,3.3333333333333335
14522,24,4,974.54,4,4,4,444,4.0
14523,108,1,241.09,2,1,1,211,1.3333333333333333
14524,32,9,1843.83,4,5,4,454,4.333333333333333
14525,20,9,4215.9,4,5,5,455,4.666666666666667
14527,3,55,8507.13,5,5,5,555,5.0
14528,37,1,364.21999999999997,3,1,2,312,2.0
14529,60,3,578.61,3,3,3,333,3.0
14530,26,6,2862.11,4,5,5,455,4.666666666666667
14532,236,4,932.85,1,4,3,143,2.6666666666666665
14533,25,7,1949.72,4,5,4,454,4.333333333333333
